Dominant_Topic,Topic_Perc_Contrib,Text
6.0,0.2092,"Worst online dry cleaning service I have ever used. Is is not cleaned well, it is not folded well. They have lost a very important item that they are incapable of finding for whatever reason.Save yourself the trouble."
6.0,0.2267,"I am so livid right now, my sister had couple of cashmere sweaters. Their delivery service lost them. How the hell do you lose clothing like that when there's an app with the receipt they sent her!! And then because they lost or misplaced or whatever, they haven't decided if they are gonna reimburse for her clothes their delivery service lost!!!! WTF, we will never use them again!  DO NOT DO NOT USE THEIR DELIVERY SERVICES!!! Only if you want to get rid of clothes you don't want, they'll be glad to lose them for you!!! Disappointed and disrespectful!"
2.0,0.1991,"Great idea, terrible execution. Don't waste your stress or time dealing with them. Go to your local laundromat.I used them for about 6 months and was very satisfied and now the problems are way too frequent. First, there was an issue with them honoring a credit I earned for taking a survey. It took about 6 emails back and forth to get it resolved. It should've taken 2. It was simple. They were supposed to credit my card back. Never did. I stopped using them because of that. Used a local laundromat. Just used them again for the first time since and they were late picking up my laundry by an hour and now they have to reschedule my drop off because the ""concierge has an emergency"" and they can't add me back to the drop off list. Really Cleanly? They seriously need to hire a management company to help them work through the kinks and fix their operations issues because after paying $50 for wash and fold, my expectations, as the paying customer, is to get what I paid for. Plus, I waited on hold for 30 minutes just to speak with someone.Now, if and when I get my clothes, because I'm sure there will be another issue, since they always have issues, I will be deleting the app and will not be giving them a third time to screw me over."
6.0,0.2589,"Long and short of it, from pick up to cleaning, somewhere in the process, Cleanly lost my suit.  I reached out to their customer service when it became apparent something was awry, as the suit had not delivered 3 days after the delivery date.  I was told they could not locate the item, and they would initiate an inquiry in which they would give themselves 10 days to find the suit.After 10 days, I reached out again, having heard nothing from their POC, who let me know that if they could not find it, they would only compensate me for 10x the cost of cleaning (approx $150 dollars), not the actual replacement value of the suit.  That is about an $800 dollar difference between those two numbers, without tailoring or other factors included.  When I had Nordstroms reprint the receipt, provided tags, etc, and they did not feel that warranted a different review.  This policy is not located on their Ap, nor is it anywhere to be found when you agree to their pickup/delivery.  Seeing as they have were not proactive in identifying the issue, they were unwilling to volunteer information as to the status of the inquiry and totally unwilling to work with me to provide the replacement value for an item, I would not recommend using this service."
1.0,0.199,"TERRIBLE. My husband sent out 12 shirts to be laundered and pressed, they all came back wrinkled. Maybe if they buttoned them they would have not wrinkled during transport. This is awesome, because we both really want to spend all night ironing, can't wait to get started. Thanks cleanly!  Trying to call them, they aren't picking up, shoc.  We've had issues before with them, this is the last straw. After calling and sending photos, they REFUSE to give us a refund!!!   UNBELIEVABLE"
3.0,0.2069,"Lost my whole bag of laundry! Called cleanly 4 times and got hung up each time. Messaged them and was told that my valet already dropped off with a ""doorman"". I live in a townhouse there's no doorman! When asked where they brought my clothes and how to get in contact with the person that dropped it off at the wrong address, they completely ignored my questions and just told me to wait. My valet never called, and I never found out where my clothes was brought or how they manage to loose a whole bag of clothes."
6.0,0.1861,The worst customer service! The first bad experience I had with this company was when their delivery was 24 hours late and didn't get reimbursed for the wasted time. 2nd time was when I recently got my laundry back and one of my expensive shirts were ruined. I contacted cleanly and told them the situation. They said unfortunately they can't reimburse me for the shirt that THEY damaged. I would definitely go with another company.
2.0,0.2758,"I want to love Cleanly, I really do, but this latest fiasco has made me delete the app. When they get it right, they get it right. It's one of the few places that you could (in theory) count on unscented laundry detergent if that was your selection. Since I have fragrance sensitivity, that's a big deal. So I've dealt with their semi-frequent annoying screw ups (washing in scented detergent, charging for things they shouldn't charge for pretty much every order, etc). When they get it wrong, through: forget it. I'm done.For the second time, their concierge just had an ""emergency"" and they canceled my pickup at the last minute. I had scheduled a pickup and drop-off in plenty of time to have clean clothes to pack for a trip. I get a text right before pickup time saying, gee, sorry, they had an emergency and changed my pickup time to *after* I will be living on my trip. A back-and-forth with customer service was useless. So now I have to take two hours off work tomorrow to do laundry that I could have dropped off somewhere if Cleanly hadn't run out the clock. They deserve to go under. The customer service is the pits. Find another laundry app."
2.0,0.3684,"I've been a loyal member for years. To echo other reviewers, it really has gone downhill the past 3-4 months.I share the same experience of not being able to contact customer service because they don't pick up, and them rescheduling my drop off literally at the end of the drop off time window.Right now I'm on yet another call (15 mins on hold) because I'm flying to Buffalo and then Canada tomorrow morning and they have rescheduled my 8-9pm drop off window tonight to the next day for absolutely no reason. Now I have no gym clothes and only one pair of jeans to last me a whole week of travel. And my jackets are also held hostage by them. This is insane. I planned my drop off tonight for a reason, but this is not the first time I needed clothes and had them reschedule on me at the last minute. It's the last straw. After hundreds of dollars with them, I'm moving into an apartment with a washer and dryer on 6/1 and ditching them forever. I suggest you do too."
0.0,0.1746,"Awful. They are CONSTANTLY losing your laundry. Terrible communication. I've had their customer service say, ""oh I remember you. We've lost your stuff before right?"" Seriously. Their delivery people will be the first to tell you how bad they are. I've used them for several months. Gave them more chances than anyone would. My only advice is just stay away. It's not worth it. One more thing, their excuse is that they are switching their delivery drives from ""consultants"" to full time employees. They have been using this excuse for MONTHS. Even the customer service rep I spoke to last time used it. And when I told her they always say that, she says d she knows and apologized again. Shame."
1.0,0.1792,"Horrible. I used them for a few months but have finally gotten fed up and decided to just go to a laundromat. tl;drTheir customer service is minimal, and you don't know what you've got til it's gone (with the clothing they lost)1) They provide no easy way to contact the people who are dropping off/picking up your clothes, so when they do things like forget to deliver some of your clothes, it becomes a huge ordeal to fix instead of a minor hassle. 2) They lost my clothes right before I went on vacation. Due to #1, this became a huge problem. That's also when I found out that their policy on their website is to reimburse you for no more than 10 times the cost of washing the item (cleanly.com/terms), which means the most you'll get back for a lost shirt that you ordered hang dry ($1 charge) is $10. 3) They provide no clear customer service information on their website. If you dig long and hard you can find a phone number on some page, but there are no customer service hours posted. You won't find out you're calling after hours until you're on hold with their inane hold music for an hour--when no one picks up, it just keeps you on hold forever. 4) They don't return the bags you send out. I used to get hang dry service, then the cleaners stopped returning the hang dry bags. When I eventually contacted customer service they told me they were no longer using hang dry bags, there's just a special pocket inside the normal laundry bag--but they didn't have any more normal bags they could deliver to me and wouldn't have them for another week or two.5) They're frequently delayed when delivering clothing and they need to reschedule, especially if you try to get them to deliver in the morning."
3.0,0.1961,"Astounding amount of waste for just a few dry cleaned shirts. Completely unnecessary paper, and they should deliver in reusable bags (perhaps charge you if you don't return it next time with dirty shirts). At the very least they could group the shirts.Look at this nonsense! Unacceptable."
1.0,0.2271,"DO NOT USE - They are the FYRE Festival of laundry delivery services. Build it and advertise it now and figure out how to actually make it function later.I will NEVER use Cleanly again and don't recommend it if you'd worry if your laundry goes missing. I had a HORRIBLE experience the first time I used them and would give zero stars if possible. Next time I will just drop off my laundry at the local laundromat down the street.Here's what happened: I paid extra for rush service. A friendly guy picked up the laundry on time in the morning and it was due back that evening between 8-9. At 8:25 I got a text that it had been delivered but it hadn't been. When I tried to call them to clarify, I was on hold for an hour. When a rep picked up, he heard my complaint and then pretended not to be able to hear me, like the connection was bad, and then hung up on me! I tried to use their chat support and the rep wasn't very helpful, saying the laundry had been delivered when it clearly was lost. Finally, he got word that the laundry was still in fact at their vendor's facility and couldn't be delivered until 8 PM the next day. (I had sent my bed sheets, so this was a huge bummer!)They then charged my credit card AGAIN for the new delivery and didn't cancel the first charge or refund the rush service fee.The customer service was AWFUL and unapologetic, and they're not reliable. I would only trust clothes/sheets I really don't care about seeing again with them."
3.0,0.2262,"NEVER USE CLEANLY. THEY LOST/STOLE ~$400+ of my clothes. such as my Brooks Brothers clothes, Jcrew, H&M...etc. I see another review that they lost Brooks Brothers clothes as well...looks like a pattern. I will not let them get away with this."
1.0,0.1822,"Incompetent ""managers""/customer service reps that will only text instead of calling. They consistently over or double charge me for dry cleaning items."
6.0,0.2263,"I used Cleanly for the first time last week -- we used them for laundry service and dry cleaning. They have since lost my dry cleaning and are extremely slow to respond via their customer service channels. They actually tried to hide the fact that the dry cleaning was misplaced by delaying the return of the full order. My laundry was returned 24 hours after it was promised, but the dry cleaning is no where to be found. What's worse, I've only received canned responses with multi-day lags between emails. In fact, I only got an acknowledgement of the problem after tweeting at them directly. It is now 8 days later, and I am still waiting for a response as to the two dresses that are lost. I understand that mistakes happen but their utter refusal to acknowledge the problem is utterly infuriating. I only want my items returned. Maybe by seeing this post the customer service team will actually respond to their email. Do not use this service."
0.0,0.1954,Pretty much the worst. Terrible customer service response times. They lose a good amount of your laundry
2.0,0.4029,"I never write reviews, especially negative ones, but my experience was so overwhelmingly negative I feel the need to save other people the hassle. The entire purpose of this service is convenience but they fall well short of that. Save yourself the time, money, and stress. I work a lot, travel, and live alone so I wanted to try this out because I was rarely home when the laundromat near me is open - I leave home before 6 am and usually don't get back until after 8 or 9. Cleanly ended up making laundry even more frustrating. I'd rush back only to have them cancel my pick up. My ""hang dry"" clothes were returned soaking wet (like actually dripping). The app wouldn't acknowledge my change requests. My Cleanly bag and clothes were returned smelling like stale cigarettes. The final straw for me was this week after returning from a trip and desperately needing my laundry done before returning to work less than 12 hours after a long 36-hour trip home. I scheduled three different pick up windows and all were either cancelled (after an hour of waiting PAST the pickup window) or they didn't show up prompting me to cancel and be charged a fee. I was charged several times as a ""no show"" when I was home (concierge didn't even bother to follow the instructions for buzzing up to my apartment) and I only had one successful pick up / drop off in 2 months where I didn't have to reschedule more than once due to the concierge being late. I always tried to schedule pick ups before I leave for work and ended up being late when waiting for them to show up. Honestly can't say a single positive thing other than I am *fairly* certain none of my clothes were lost. Then again, I guess it's hard to lose them if you never come pick them up."
6.0,0.2796,"I've used Cleanly twice, once smoothly without a hitch and once as if I was in a never-ending nightmare of lost laundry. This is the story of the latter. Here's the summary: Cleanly picked up 2 bags of laundry from me, one with my shirts to be dry cleaned, another with laundry to be washed. I had 20-30 shirts and about 30-40lbs of wash and fold laundry (I suck at doing laundry regularly..hence trying Cleanly despite mixed reviews). A day goes by and I receive a text message (July 30) from the fulfillment center saying they can't immediately locate my laundry. Later, after an hour on the phone, Cleanly confirms that they've lost my bag with the 30-40lbs of wash and fold (thank god I didn't lose every dress shirt I've ever worn..trying to stay positive). They ask as ""corporate policy"" for a 10 business day time window to investigate during which they wouldn't even talk about reimbursement. I ask them to reimburse me at least for socks & underwear I have to buy to bridge me the 10 days...denied. Finally on Aug 16, I get a quote for reimbursement....at a rate of 10 times the cost to wash (ie. at the $1.50/lb rate for wash and fold, I would get $15 dollars for every pound of clothes lost). To put in perspective, this is the equivalent of a car wash compensating someone $150 for completely destroying/losing their car. If that wasn't enough, they quote me for 17lbs of clothes, ~ half of what the bag actually weighed. When I ask for specific internal documentation on the actual weight of the bag, Cleanly quickly attributed the prior weight quote as ""human error"" and agreed to compensate me for 30lbs, what I thought my clothes weighed in the first place. The question I would ask before using Cleanly are these - Is the convenience worth it for the risk of losing your entire wardrobe and receiving almost no compensation? Do you want to do business with a company that obviously tries to get away (fraudulently in the case of my weight quote) with paying less for reimbursement? As is always the case, you never see someone's true colors until things go south. My situation is still in dispute. I am currently seeking to file my case in New York Small Claims Court. My back-and-forth with Cleanly documenting the ordeal is below. You can decide for yourself if the risk is worth taking."
1.0,0.1889,Awful! I keep getting back the wrong items! And it is impossible to get a customer service representative on the phone!!! Will not be using them again. Would rather do my own laundry.
5.0,0.1948,"I wouldn't recommend using this app to anyone. I recently used it for the first time and my laundry was delivered to the wrong building. You can't even contact the dispatcher and no one answers the phone. They give you an option to have someone call you back but they don't actually do it. After an hour of trying to track down my laundry it ended up being in the wrong building. The company refused to refund me or do anything for me as a dissatisfied customer. Trust me, you're better off hand washing your clothes than using this horrific service."
2.0,0.2343,"I was a regular Cleanly customer for over a year. I had very few problems until recently. Near the beginning of the year, I got my laundry bag back saturated in cigarette smoke. The smell was so strong that I just threw the bag away. I had to have the clothes rewashed. My last ordered was rescheduled at the last minute by Cleanly. Now, I've been patiently waiting for the Cleanly person to come pick up my clothes. I got a notification that they're on the way. The tracker showed them about a mile away. I then noticed an email from Cleanly saying I was a no show for the pickup, but the email said they're waving the $5 fee. I can't believe how quickly the service has gone down hill."
6.0,0.207,"Quick update for everyone! Cleanly mostly ignored us for the last two weeks, only responded when we would ask them for an update multiple times, and continued to delay their timing on finding a solution to the whole They Lost All Our Clothes issue. After ten business days - the amount of time they deemed appropriate to conduct Clothes Hunt 2018 - we followed up to no response. After some pestering, they clarified that it's ""10 business days."" Ha, how silly of us. Yes, enjoy your weekend. I'll be sitting on a couch wearing those boxers that always stay at the back of your drawer but you don't throw away because one day you might need them. Yeah, I've needed clothes like that a lot lately.So 10 business days goes by. Nothing from them. AND they ignore all of our texts, emails and calls. Nice! Finally, 11 business days later, we get a text that someone will reach out ""in the next 24 to 48 hours."" The summit of apathy, you guys.Finally, we get a response that they're going to reimburse us. They OPEN with this line:""Our official reimbursement policy is as follows: ""Any reimbursement for an item deemed lost or damaged by Cleanly shall be limited to and shall not exceed ten (10) times the charge for cleaning the lost item regardless of brand, price or condition of the garment.""""Wow, coming out of the gate swinging. True garbage humans. We get it, you're real scummy and we shouldn't have trusted you. Get on with it. ""Assuming that the item weighs about 20 lbs, that would leave you with a $300 cash reimbursement.""Assuming? We just spent two weeks and they're like, ""aaaah, we're gonna guess we lost, like, 20 pounds? Good round number, let's go with that.""People, they lost more than 20 pounds. It tells you that IN THEIR APP.  They certainly lost more than $300 worth of clothing. Am I referring mostly to my girlfriend's nice outfits and not my crap? Yes, but that's beside the point.In all of this, they HAVEN'T REFUNDED THE ORDER. They took our $50, lost our clothes, did nothing for two weeks, ballparked the amount of stuff they lost, reminded us that their terms let them pay you chump change and then expected us to go, ""Well thanks for the effort!""No joke, this is the final line of the email they sent us.""I hope this is a positive solution.""Holy chriiiiiiist the audacity. Do not use Cleanly. I cannot express enough how screwed you will be if they lose your clothes. You will be very screwed. And they will not care."
1.0,0.1899,"THIS COMPANY IS AT ITS PEAK INCOMPETENCE! They manage to lose my husband's Italian suit and found it after 2 WEEKS. When it came time to schedule a delivery and I provided a time frame of availability after they requested it, they didn't respond to my email after 48 hours to reconfirm and only after I prompted a response. And today, after being given a 1 hour time frame, the suit STILL has not been delivered and there is no response from CX after I just emailed them. HOW ARE YOU STILL IN BUSINESS."
4.0,0.1743,This company is shady AF to say the least. Ultimately conceded that they lost my dry cleaning after wasting two days of my time.To summarize in order over the two days - Falsely tells me laundry was delayed but on its way- Tells me that it's a glitch when the app falsely notified me that my laundry was delivered-Provide me with a dummy valet tracker that showed the valet near my apt but never actually moved. -Informed me that my laundry never was placed in the truck-Lastly conceded that they don't know where my laundry is and they'll search through all of their facility to find it. Cleanly you've outdone yourself.
6.0,0.2448,"After dry cleaning, They staple on their paper tags, damaging the fabric. They also offer no way to differentiate between dry clean and laundered shirts for men so it is a toss up as to whether or not you get charged more.They have the ability to reschedule a delivery without contacting customers, and even then may delivery late when they choose the delivery window if they don't reschedule again. I had purchased their ""VIP"" program for an additional fee and there was no added benefit with all the issues surrounding delivery and pick up. Use a local service, they will likely listen to you more and actually care to stay true to their offers."
2.0,0.2602,"All good things must come to an end, or at least good laundry service. Unfortunately after over two years as a loyal member, and a paid reserve member, I've cancelled my account, and I suggest you do the same. I've lost only a couple items over the years, and I let that go by. I had one shirt and one towel come back with a couple black ink marks, and again, I let it slip.  They raised the yearly price of the reserve membership ($120/y), yet did not offer better or additional services. But something's gone wrong.... I had an order cancelled on me because they are ""at capacity"". Then, during my rescheduled appointment, they cancelled on me during the pick up hour. When I mentioned this was already a reschedule, they offered me $5.... because my time is apparently worth $5 to them. Lucky for all of us, we live in NYC where it's a free market and there's already a competitor app on my phone (Hamperville)."
6.0,0.2276,"This is one if the worst dry cleaning services available in nyc. It's expensive and bad. You send your clothes labeled and set in the app dry cleaning and they do wash and fold instead, destroying your expensive clothes. This week they messed up the order and lost our bag and sent another thing that is not ours. So f*ed up.Also, they take forever to answer emails or calls (they say they need 10 business days if they loose your clothes).If you like your clothes, don't trust this service with them."
3.0,0.2547,"Great idea, mediocre execution. I've given Cleanly several chances to get it right, and I give up.  I think maybe 1-2 orders out of 3-5 have met expectations.  And by expectations, I mean the ones Cleanly sets: use an app, someone picks up your dirty laundry during the specified time window, cleans it, and returns it in the specified time window about a day later.  This time, no one picked up my laundry during the AM time.  I had to contact them to tell them, as they thought they had. Even though it was only 30 min after the time slot, they couldn't pick it up until late that night.  Of course, that also meant my clothes wouldn't be back the next morning, but the next evening.  Annoying. Then, my doorman informed me that Cleanly took one bag, not both bags.  I got a text from Cleanly at 11pm (I was already asleep) because they were confused about what clothes to wash and hang dry.... since that was the bag they left at my building.  It's a stupid system of bags and they don't tell you that you're ""supposed"" to put the hang dry bag inside the wash/fold bag.  Gee, I figured having the bags on top of each other would make it obvious there were two. It was impossible to respond to the text, or click on the link it provided to clear things up.  Then I saw in the app that my delivery was delayed again to the next day (today).  So I emailed to explain and express my disappointment and irritation at the poor service and communication. I asked for my clothes back unwashed, if they weren't going to be able to actually meet the new delivery time.Sure enough, dirty clothes back in my lobby this morning.  Never use them again, so unreliable."
2.0,0.2415,"Up until now I liked this service. Yesterday my delivery was rescheduled and I assumed it was due to the cold and not having enough drivers. I totally understand. I rescheduled for today between 8-10am. My buzzer went off, I buzzed in and waited for my clothes and the delivery never came upstairs. I soon got notification that I missed my appointment, was charged and would need to reschedule for this evening. I am leaving on a work trip and I need my clothes ASAP. I tried calling and emailing and the response so far has been to see if they can get my clothes delivered not when. I splurged and spent $72 to have my laundry taken care off specifically so I could have everything in order for my work trip. This is absolutely unacceptable."
0.0,0.1886,"Prices are OK, and they haven't lost any of my items after using them for about a year, however:1. They'll cancel or reschedule your order at their whim while you're at home waiting for your order to be picked up or delivered. Sometimes the new pickup or delivery will be days later. I've had all of my bedding and a significant number of clothes out for a cleaning and then been told that I would not be getting them back until 24-36 hours after I was scheduled to receive them. You don't get any sort of account credit for this, which is the least they could do.2. Customer service is basically non-existent. They have a phone number  which seems to always have an infinite wait time. They don't respond to customer support emails.3. For some reason their service has gotten worse this year: clothes are no longer folded properly, items are thrown together randomly instead of things like socks being kept together, and the benefits for the Cleanly Reserve membership were significantly reduced."
0.0,0.1776,LOST THOUSANDS OF DOLLARS OF CLOTHES!!And gave me $500 in return. Had to keep pestering them for an update. Refused to budge on the amount of the refund. I would AVOID AT ALL COSTS!!!
2.0,0.2112,"This company deserves ZERO stars for my experience. I was using this service for the first time tonight. They called me when they arrived to pick up my laundry while I was using the restroom. I called them back within two minutes, the guy answered and said he already left??? He said he called me when he was in front of the building, but was long gone now. I told him he couldn't possibly be far away because I called him back in two minutes, but he didn't care. He was also very rude and even hung up on me. I wish I would have read other reviews before trying this company out. Worst customer service I have received in years. Cleanly has left me in a bad position right before Thanksgiving as I needed this service done before catching a flight. I will be sure to tell everyone I can to not use this flaky, unreliable service."
1.0,0.2036,DO NOT USE THIS SERVICE. My laundry was delayed for three days and the customer service experience I had trying to sort out why my laundry was delayed was the worst I've ever had. Their phone line is useless and they're ability to communicate is abysmal. Do not trust your clothing to this company!!
2.0,0.2504,"Completely stopped using Cleanly as per my previous posts. They ended up, a month after my previous review and giving them 1 star reviews on all other rating platforms, trying to give me $15 of credit for the inconvenience to try them again, which I honestly was astonished by. They basically valued all my wasted time at $15.I will thank Cleanly for one thing however. Because they forced me to shop around, I found good ol' WashClubNYC; who was waiting to provide this service as it should be.I didn't realize how bad even Cleanly's good days were, but now I see the light. After 3 months of using WashClub (about 15 orders, ordering from Brooklyn Heights), I have enjoyed:1. No missing clothing2. Regular weekly pickups, deliveries within a day (you can schedule morning of or night before without having to wait 2+ days for a pickup).3. A 'regulars' discount.4. Only 1 time, that service was delayed by a 12 hour window (night delivery was cancelled and they delivered next morning for me, delivery fee waved).5. Oxi-clean, color-safe-bleach, and cheaper rates!6. And last but certainly not least: COMPETENT, friendly couriers. The only thing I'll say that stinks is Cleanly's app was nicer to look at, but hey, I'm not paying for a nice app! :) If you want better service check WashClubNYC out: washclubnyc.com/?aid=137…"
4.0,0.1921,$7.99 delivery fee on top of $8 for one pair of pants. Hell no. How is this company still in business???
3.0,0.1822,"customer service is embarrassingly bad. said my laundry was out for delivery and then it never arrived. Can't get an answer about the status, just vague responses like ""we'll look into that."" Do. Not. Send. Your. Clothes. There."
2.0,0.209,Tried to get my laundry done by these guys and they confirmed. Waited the whole hour window for them to come and no one came. When I messaged them about it they said they marked me as missing it. No one called or knocked on the door. Save your money and your time and go with someone else
1.0,0.2316,"DON'T USE THIS SERVICE. I've been a loyal customer for a year and a 1/2, recommended it to multiple people, and today they botched my order for what's now the 4th or 5th time. 1) they intentionally don't answer the phone, and send incorrect communication about my orders. 2) they don't follow their own billing and delivery procedures, charging the incorrect card multiple times and changing the delivery date for no reason 3) this latest incident, due to their multiple errors, has left me with NO clothes for a long business trip. I placed my order on Wed, it's now Tuesday and they failed to deliver my clothes repeatedly. They refuse to ship me my clothes and won't even reimburse me for the $500 + dollars I now have to spend to replace the items i don't have. I'll be suing them for damages, and contacting my national and local media contacts so everyone in NYC knows this company can't be trusted. If anyone else has had similar experiences, please contact me so I can include your experience in the news."
1.0,0.2612,"They didn't deliver my hang dry order with my regular order. I emailed them and they said they would drop it off between 9PM and 10PM. It never arrived. Since then, they've ignored all attempts to contact them. They've lost hundreds of dollars worth of clothing and have not bothered to respond to my emails or phone call to tell me what happened or what they're going to do about it.I would not recommend you use them for anything."
2.0,0.2606,"The problem with these people are always the valets. Even if I select a specific window and DO NOT request doorman drop off, I've had these things happen:1. Someone shows up and insists that they ""cannot"" drop off or pick up items at a doorman apartment.2. Someone drops off my laundry with the doorman, WITHOUT my permission, then lies to their management and says that they weren't ""allowed"" upstairs to my apartment when I question it 3. Someone insists that I come downstairs ""because they're filming a movie at your place and I cannot find parking. You need to plan better""4. Someone ""didn't see the notes"" where I asked my belongings to be dropped off to me, when DE-selecting doorman delivery should be enough I should not be treated worse or get worse service because I make the life choice to live in a place with a doorman. The convenience of my having a doorman is for me, not for the valet."
4.0,0.1832,Cleanly lost my Canada Goose jacket ($950+) and is providing no solution. Anyone have any advice on how Cleanly can help reimburse me for this loss?Or if I should report this as a stolen item?Their customer service is extremely hard to get in touch with. The online chat is a robot and the phone number is an auto message.Help !!!!
3.0,0.3094,"Horrible. My clothes came back mixed in with someone else's clothes, and I was charged $60 for 40 lbs when I knew I hadn't given them 40 lbs worth of laundry. It was 40 lbs because they charged me for mine and someone else's order and delivered someone else's clothes to me. Also, their customer service is terrible."
6.0,0.2212,"Cleanly lost an item of clothing on one order and then a few months later,  damaged my designer coat on another order. I noticed the coat damage more than 7 days later so all they told me was sorry. They didn't try to compensate me and even suggested that someone else or I could have damaged it. Why would I choose to lie about damage now? I have used them several times. About once a month for about 2 years. So, why would I fabricate an issue this one time? I will not be giving them the opportunity for a third strike."
6.0,0.3665,"Don't recommend for nice clothing! As a PSA, if they ruin an item (i.e. I recently had five pieces of dry cleaning accidentally put through the wash), they have an internal policy that dictates they can only refund you 10x the cost of cleaning. So if you get an expensive dress or tux dry cleaned and it gets damaged accidentally, they'll only reimburse you based on the cost to clean, not the value of the item. I wasn't aware of this till after having items damaged and I definitely wouldn't have given them those items to begin with had I know the policy. Have also had friends have their entire order misplaced and Cleanly requests 20 days to try and locate the lost order before beginning a reimbursement process... that's almost a month without your clothes back and no payment for the items you'll probably have to buy in the meantime."
